1
230.4342,141.2462,55.5242,76.6376
229.2531,141.8472,55.8034,77.9785
225.3772,140.0498,56.3944,78.5739
224.8064,136.9258,56.5834,78.4144
222.5619,135.189,57.4129,77.1549
220.485,133.2567,57.9709,76.3958
219.7034,130.818,57.7164,75.8399
218.4091,126.1117,57.7917,75.9675
215.8551,120.9139,57.7221,76.1982
214.6868,115.1931,57.5962,75.925
210.5167,110.6523,57.9567,75.8324
207.1496,105.5585,58.2781,75.7825
205.3954,99.8983,58.9067,75.5
205.2858,95.6329,59.7963,74.3813
204.7789,92.3766,61.2881,73.6485
202.9989,90.581,63.3504,72.916
201.865,90.3535,65.9442,72.1902
200.5731,90.8906,67.7878,70.9768
198.7977,89.983,68.7199,70.5793
199.1986,91.1661,69.9501,70.1709
198.5509,92.3931,70.5463,70.2474
195.7187,93.7619,68.1005,71.585
192.6752,94.9879,64.8136,72.1303
196.4801,97.5331,64.2746,71.4703
194.4949,100.5964,62.4238,71.1561
194.8678,104.9037,61.0203,70.3247
197.093,108.5354,59.052,70.0631
199.7692,111.4479,57.4134,69.9709
205.7429,111.0583,56.1385,70.5846
205.6269,111.0947,55.0736,71.2626
205.9956,108.5959,54.136,71.9396
211.2234,101.3399,53.4949,72.6942
211.308,96.9894,53.0228,73.9039
211.5005,89.3281,52.3796,74.7694
212.8678,85.4398,52.5056,75.613
214.5133,80.2693,52.5775,76.4971
216.2464,76.3944,53.1072,77.2784
217.6712,76.0407,53.6869,77.9822
219.8062,75.2033,54.3861,77.6415
220.9905,76.6843,54.8503,76.762
221.6954,78.6313,55.264,75.9243
222.3578,83.0095,55.6065,74.9889
222.6708,87.8266,56.2449,74.6555
221.4323,91.4038,57.1386,73.8105
220.8435,98.0132,58.06,73.2943
221.5969,103.8215,58.2209,73.217
221.599,110.9052,58.6282,72.9413
224.0623,116.9396,58.3993,73.9235
226.0523,121.2705,58.2166,75.2507
228.1208,126.2846,58.4819,76.1291
230.1495,127.6437,59.0982,77.3719
230.7523,127.0909,59.4383,77.3602
233.1911,123.7197,60.2352,77.6186
235.0142,119.8896,61.0043,77.7039
236.7673,114.4943,61.1013,79.5085
237.7458,106.6604,60.5536,81.1194
238.9144,97.8285,60.0885,80.9563
239.5933,89.9093,59.5779,78.4861
238.9238,85.1237,59.4587,75.3147
239.4824,89.1077,59.2202,72.3743
241.8102,94.0548,59.5701,70.0559
242.5659,99.6083,60.4104,67.9121
241.4076,102.9298,61.4362,65.5336
243.9573,105.5991,62.0144,64.3242
244.4148,107.7062,61.6731,64.649
245.4327,107.2886,61.1505,65.5109
248.6682,109.0088,59.548,67.7948
247.8372,106.9818,58.921,69.2241
249.6041,107.8082,58.6781,69.5682
249.8155,108.6576,58.1244,70.122
251.6265,110.3035,57.4455,70.7623
253.9282,113.4391,55.7642,71.4974
254.1955,116.6165,55.16,72.1462
255.4138,117.6463,56.1685,72.5154
255.3026,119.1323,57.2273,72.6161
254.9478,116.9976,57.8634,73.2738
255.1941,113.9235,57.9332,74.9016
255.5562,109.2804,57.8652,76.079
256.3518,102.0503,57.6807,77.3914
257.5033,92.3532,57.7309,78.0075
258.2599,81.3575,57.9194,78.1026
259.4044,73.5452,57.6073,77.7942
260.8819,67.9759,57.4368,77.0191
261.9437,66.8209,58.183,75.5042
261.581,66.3523,58.7545,74.7915
261.7336,67.102,58.8593,74.2857
261.6421,67.4871,59.6727,73.2035
262.1576,69.3571,60.1336,72.3673
262.2437,71.3534,60.6342,71.9405
262.513,73.3144,61.2426,71.4175
263.2027,76.0323,60.8971,72.0646
263.2678,78.5492,61.0735,72.3614
264.067,81.887,61.7385,71.7162
264.3105,85.856,61.253,72.3332
263.9916,89.4392,60.4739,73.4085
261.8894,93.8172,60.2061,74.7113
260.9847,99.2792,60.4198,76.0141
257.8967,102.8089,60.9309,77.0546
251.5217,102.5297,61.8398,76.6669
248.0433,102.2949,62.439,77.4328
244.241,99.4863,62.6464,78.7729
